,fname,class,class_id,path
186,0000421,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000421
187,0000422,C08,7,/home/hddraid/shared_data/ohsumed-all/C08/0000422
188,0000423,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000423
189,0000425,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000425
190,0000426,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000426
191,0000431,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000431
192,0000437,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000437
193,0000438,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000438
194,0000443,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000443
195,0000446,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000446
196,0000447,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000447
197,0000451,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000451
198,0000452,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000452
199,0000454,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000454
200,0000456,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000456
201,0000457,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000457
202,0000458,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000458
203,0000459,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000459
204,0000461,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000461
205,0000462,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000462
206,0000465,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000465
207,0000466,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000466
208,0000470,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000470
209,0000471,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000471
210,0000472,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000472
211,0000473,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000473
212,0000474,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000474
213,0000476,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000476
214,0000478,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000478
215,0000481,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000481
216,0000482,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000482
217,0000483,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000483
218,0000484,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000484
219,0000485,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000485
220,0000486,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000486
221,0000487,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000487
222,0000488,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000488
223,0000491,C10,9,/home/hddraid/shared_data/ohsumed-all/C10/0000491
224,0000494,C13,12,/home/hddraid/shared_data/ohsumed-all/C13/0000494
225,0000495,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000495
226,0000496,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000496
227,0000500,C13,12,/home/hddraid/shared_data/ohsumed-all/C13/0000500
228,0000502,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000502
229,0000504,C13,12,/home/hddraid/shared_data/ohsumed-all/C13/0000504
230,0000510,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000510
231,0000511,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000511
232,0000512,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000512
233,0000515,C13,12,/home/hddraid/shared_data/ohsumed-all/C13/0000515
234,0000520,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000520
235,0000521,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000521
236,0000524,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000524
237,0000528,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000528
238,0000529,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000529
239,0000530,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000530
240,0000531,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000531
241,0000532,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000532
242,0000535,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000535
243,0000537,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000537
244,0000540,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000540
245,0000541,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000541
246,0000545,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000545
247,0000547,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000547
248,0000550,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000550
249,0000551,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000551
250,0000554,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000554
251,0000556,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000556
252,0000559,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000559
253,0000565,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000565
254,0000578,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000578
255,0000585,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000585
256,0000586,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000586
257,0000591,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000591
258,0000592,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000592
259,0000595,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000595
260,0000598,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000598
261,0000601,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000601
262,0000602,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000602
263,0000605,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000605
264,0000606,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000606
265,0000607,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000607
266,0000609,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000609
267,0000610,C10,9,/home/hddraid/shared_data/ohsumed-all/C10/0000610
268,0000612,C08,7,/home/hddraid/shared_data/ohsumed-all/C08/0000612
269,0000613,C17,16,/home/hddraid/shared_data/ohsumed-all/C17/0000613
270,0000614,C10,9,/home/hddraid/shared_data/ohsumed-all/C10/0000614
271,0000616,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000616
272,0000618,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000618
273,0000619,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000619
274,0000621,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000621
275,0000622,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000622
276,0000625,C16,15,/home/hddraid/shared_data/ohsumed-all/C16/0000625
277,0000626,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000626
278,0000627,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000627
279,0000628,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000628
280,0000631,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000631
281,0000632,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000632
282,0000635,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000635
283,0000639,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000639
284,0000640,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000640
285,0000641,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000641
286,0000643,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000643
287,0000653,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000653
288,0000654,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000654
289,0000655,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000655
290,0000657,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000657
291,0000659,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000659
292,0000660,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000660
293,0000667,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000667
294,0000674,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000674
295,0000678,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000678
296,0000679,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000679
297,0000682,C10,9,/home/hddraid/shared_data/ohsumed-all/C10/0000682
298,0000686,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000686
299,0000687,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000687
300,0000689,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000689
301,0000691,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000691
302,0000695,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000695
303,0000696,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000696
304,0000699,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000699
305,0000701,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000701
306,0000702,C12,11,/home/hddraid/shared_data/ohsumed-all/C12/0000702
307,0000705,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000705
308,0000710,C08,7,/home/hddraid/shared_data/ohsumed-all/C08/0000710
309,0000711,C08,7,/home/hddraid/shared_data/ohsumed-all/C08/0000711
310,0000712,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000712
311,0000714,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000714
312,0000715,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000715
313,0000716,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000716
314,0000717,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000717
315,0000723,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000723
316,0000733,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000733
317,0000737,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000737
318,0000739,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000739
319,0000740,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000740
320,0000742,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000742
321,0000744,C05,4,/home/hddraid/shared_data/ohsumed-all/C05/0000744
322,0000746,C05,4,/home/hddraid/shared_data/ohsumed-all/C05/0000746
323,0000747,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000747
324,0000756,C01,0,/home/hddraid/shared_data/ohsumed-all/C01/0000756
325,0000757,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000757
326,0000758,C05,4,/home/hddraid/shared_data/ohsumed-all/C05/0000758
327,0000762,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000762
328,0000766,C05,4,/home/hddraid/shared_data/ohsumed-all/C05/0000766
329,0000771,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000771
330,0000773,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000773
331,0000777,C01,0,/home/hddraid/shared_data/ohsumed-all/C01/0000777
332,0000783,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000783
333,0000784,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000784
334,0000788,C21,20,/home/hddraid/shared_data/ohsumed-all/C21/0000788
335,0000790,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000790
336,0000791,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000791
337,0000792,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000792
338,0000793,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000793
339,0000794,C01,0,/home/hddraid/shared_data/ohsumed-all/C01/0000794
340,0000795,C22,21,/home/hddraid/shared_data/ohsumed-all/C22/0000795
341,0000796,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000796
342,0000797,C08,7,/home/hddraid/shared_data/ohsumed-all/C08/0000797
343,0000800,C19,18,/home/hddraid/shared_data/ohsumed-all/C19/0000800
344,0000802,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000802
345,0000804,C17,16,/home/hddraid/shared_data/ohsumed-all/C17/0000804
346,0000812,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000812
347,0000818,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000818
348,0000819,C18,17,/home/hddraid/shared_data/ohsumed-all/C18/0000819
349,0000820,C23,22,/home/hddraid/shared_data/ohsumed-all/C23/0000820
350,0000821,C20,19,/home/hddraid/shared_data/ohsumed-all/C20/0000821
351,0000830,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000830
352,0000831,C06,5,/home/hddraid/shared_data/ohsumed-all/C06/0000831
353,0000837,C14,13,/home/hddraid/shared_data/ohsumed-all/C14/0000837
354,0000840,C17,16,/home/hddraid/shared_data/ohsumed-all/C17/0000840
355,0000843,C17,16,/home/hddraid/shared_data/ohsumed-all/C17/0000843
356,0000844,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000844
357,0000846,C04,3,/home/hddraid/shared_data/ohsumed-all/C04/0000846
